# Generated by the Filter Profile Service @ http://skyservice.pha.jhu.edu
# Id = 102
# Name = "Two Micron All Sky Survey 2MASS J"
# Description = "From.: http://spider.ipac.caltech.edu/staff/waw/2mass/opt_cal/#s16"
# UCD = ""
# Version = "1.0"
# DateCreated = 7/23/2003 6:17:45 PM
# DateModified = 7/24/2003 5:30:55 PM
# WavelengthMin = 10660
# WavelengthMax = 14420
# WavelengthEff = 12410.3319202147
# WavelengthScale = Linear
# EffectiveWidth = 1624.3245065432
# Unit = 
# Wavelength Value
10620 0
10660 0.00039999998989515
10700 0.00150000001303852
10750 0.00270000007003546
10780 0.00549999997019768
10820 0.0122999995946884
10840 0.0203000009059906
10870 0.0306000001728535
10890 0.0405000001192093
10930 0.0515000000596046
10960 0.0564000010490417
11020 0.0718000009655952
11050 0.27360001206398
11070 0.340999990701675
11090 0.358399987220764
11120 0.380100011825562
11160 0.330700010061264
11170 0.239500001072884
11200 0.250099986791611
11230 0.283300012350082
11280 0.258199989795685
11290 0.251500010490417
11320 0.538100004196167
11340 0.223199993371964
11380 0.536899983882904
11400 0.110200002789497
11430 0.52920001745224
11470 0.261900007724762
11540 0.320199996232986
11590 0.174300000071526
11640 0.60699999332428
11670 0.617900013923645
11700 0.67629998922348
11730 0.72790002822876
11750 0.746500015258789
11790 0.830399990081787
11820 0.790300011634827
11860 0.809599995613098
11880 0.836899995803833
11920 0.836000025272369
11950 0.749899983406067
11990 0.708000004291534
12020 0.698800027370453
12090 0.704900026321411
12160 0.700399994850159
12210 0.732800006866455
12270 0.705699980258942
12310 0.842400014400482
12360 0.921899974346161
12400 0.952499985694885
12440 0.967599987983704
12470 0.959500014781952
12530 0.922699987888336
12550 0.89300000667572
12580 0.85290002822876
12600 0.802299976348877
12650 0.750100016593933
12700 0.678099989891052
12750 0.652400016784668
12790 0.638800024986267
12860 0.642400026321411
12920 0.648599982261658
12970 0.682399988174438
13020 0.752900004386902
13050 0.77590000629425
13070 0.811800003051758
13100 0.77700001001358
13130 0.721000015735626
13160 0.952499985694885
13190 0.855099976062775
13230 0.841400027275085
13260 1
13300 0.894699990749359
13330 0.854900002479553
13340 0.537899971008301
13360 0.279900014400482
13390 0.906499981880188
13430 0.689300000667572
13460 0.553300023078918
13490 0.2432000041008
13530 0.0143999997526407
13550 0.000199999994947575
13600 0.0401000007987022
13630 0.0044999998062849
13700 0.000300000014249235
13730 0.0372000001370907
13770 0.000500000023748726
13830 0
13880 9.99999974737875E-05
13920 0.00329999998211861
13950 0.000300000014249235
13960 0.008500000461936
13970 0.0253999996930361
13980 0.118400000035763
14000 9.99999974737875E-05
14010 9.99999974737875E-05
14020 0.0520999990403652
14040 0.0104000000283122
14060 0.047800000756979
14070 0.00039999998989515
14100 0.00240000011399388
14120 0.00529999984428287
14160 0.00860000029206276
14210 0.000699999975040555
14260 0.000300000014249235
14420 0.00039999998989515
14500 0
